Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
RELIANCE,RELIANCE INDUSTRIES LTD,1527.3,INR,0.6259059164580314,6603501,0.5451779985462354,20669346922177,INR,29.674979987409554,51.4676,INR,0.036346744050884464,0.32735367290821,Energy minerals,Strong buy
HDFCBANK,HDFC BANK LTD,1989.3,INR,0.11071410598359648,3931972,0.3452936517731581,15253363081543,INR,21.52922077922078,92.4,INR,2.7580071174377268,1.10594445142642,Finance,Strong buy
TCS,TATA CONSULTANCY SERV LTD,3419.8,INR,0.5586920724535404,1109320,0.44804818816182146,12377295922383,INR,25.483772892025947,134.1952,INR,6.575769584792315,1.75389877080928,Technology services,Buy
BHARTIARTL,BHARTI AIRTEL LTD,2017.2,INR,-0.10399643440795867,2178315,0.32308359670800807,11496955715320,INR,36.39342132800266,55.4276,INR,346.1296995355801,0.396540186869563,Communications,Buy
AIRTELPP.E1,AIRTEL RS. 1.25 PPD UP,1533.25,INR,-0.35095700776655453,69943,0.38651253984323536,11496955715320,INR,,,,,0.130518484680393,Communications,
ICICIBANK,ICICI BANK LTD.,1442.8,INR,1.1852163545830607,5066503,0.4588173854638433,10294086307142,INR,20.712029859316683,69.66,INR,12.4092302727126,0.693168821266419,Finance,Strong buy
SBIN,STATE BANK OF INDIA,811.85,INR,0.5885268244331557,4319538,0.349142609238947,7245452624252,INR,9.341573540512178,86.9072,INR,15.616976327755626,1.95848986881813,Finance,Buy
INFY,INFOSYS LTD,1640.7,INR,1.3591153394699451,4411273,0.6054259801649691,6813838288463,INR,25.49198743346167,64.3614,INR,1.663446972987745,2.62163150835264,Technology services,Buy
LICI,LIFE INSURA CORP OF INDIA,940.7,INR,-0.5602536997885788,787030,0.719506146880621,5952771606689,INR,12.31361697281632,76.3951,INR,18.09578429750917,1.06252988365298,Finance,Buy
BAJFINANCE,BAJAJ FINANCE LTD,925.3,INR,1.6645607866835115,10613046,1.0596757300483135,5749768696167,INR,34.49265637814061,26.826,INR,13.69357914812461,0.475547149419076,Finance,Buy
HINDUNILVR,HINDUSTAN UNILEVER LTD.,2339.3,INR,1.1195642776865258,1242346,0.8691414441569489,5497573858574,INR,51.61419859320254,45.3228,INR,3.619840190217084,1.83776391144542,Consumer non-durables,Buy
ITC,ITC LTD,412.55,INR,-0.19354058304100916,8256733,0.5656943327043433,5162700101585,INR,14.858099834329757,27.766,INR,69.49711257890046,3.47836625863532,Consumer non-durables,Strong buy
LT,LARSEN & TOUBRO LTD.,3594.6,INR,0.32655111780959045,696402,0.3661005529816253,4942628918781,INR,32.89047488333791,109.29,INR,5.131421491482905,0.946100119653839,Industrial services,Strong buy
HCLTECH,HCL TECHNOLOGIES LTD,1725.9,INR,0.8178047783164903,768500,0.28779852590231675,4682021908895,INR,26.92091717360786,64.11,INR,10.763648928818238,3.12979975077521,Technology services,Buy
KOTAKBANK,KOTAK MAHINDRA BANK LTD,2129.8,INR,0.150474936518399,1686215,0.384190406917863,4231941018768.0005,INR,19.137010500286635,111.2922,INR,21.715688097274377,0.0939672993798158,Finance,Buy
SUNPHARMA,SUN PHARMACEUTICAL IND L,1676.3,INR,-0.20241709829136698,1264399,0.552443169177247,4022747188959,INR,36.80107485570896,45.5503,INR,14.125113372719401,0.924462469805863,Health technology,Buy
MARUTI,MARUTI SUZUKI INDIA LTD.,12646,INR,-0.8312421580928481,225607,0.5445565465565712,3976799347572,INR,27.419732884186864,461.2007,INR,4.800786777305713,0.988239944658563,Consumer durables,Buy
M&M,MAHINDRA & MAHINDRA LTD,3162.5,INR,-0.3748739919354867,968006,0.3213900484977233,3931727596527,INR,27.483271052402888,115.07,INR,14.236076640524162,0.667351941171819,Consumer durables,Strong buy
ULTRACEMCO,ULTRATECH CEMENT LTD,12506,INR,0.8711082432650428,191516,0.45668333004262657,3681711037732,INR,56.200603709347696,222.5243,INR,-8.373425018529195,0.55974923234391,Non-energy minerals,Buy
AXISBANK,AXIS BANK LTD,1177.6,INR,0.5550337289727607,3926186,0.6581268114078118,3651804642001,INR,13.06557195162543,90.13,INR,5.88580827067668,0.0849220839879411,Finance,Strong buy
HAL,HINDUSTAN AERONAUTICS LTD,4993.2,INR,1.2573004542504869,1700709,1.1120411309843738,3339293947843,INR,39.92496677716956,125.0646,INR,9.748726256061584,0.761042628400909,Electronic technology,Buy
TITAN,TITAN COMPANY LTD,3686.9,INR,0.2229048305107857,629926,0.5057939480988107,3272690722388,INR,98.03994564711577,37.6061,INR,-4.39119016202557,0.298398144506083,Consumer durables,Buy
NTPC,NTPC LTD,335.5,INR,0.2689778840406387,5899185,0.2303253906882707,3253231448242,INR,13.889003883125378,24.1558,INR,12.546766746339022,2.45901639344262,Utilities,Buy
BAJAJFINSV,BAJAJ FINSERV LTD.,1994.4,INR,0.6916746604735722,1509178,0.8104830736423647,3185720100821,INR,36.057666231554435,55.3114,INR,8.885852874938966,0.050155481994182,Finance,Buy
BEL,BHARAT ELECTRONICS LTD,427.55,INR,0.30498533724340443,16618426,0.4287146407102884,3125295840384,INR,58.729395604395606,7.28,INR,33.555926544240414,0.537948777920711,Electronic technology,Buy
ONGC,OIL AND NATURAL GAS CORP.,245.24,INR,0.4876049989756188,7717259,0.525049990334151,3085942549915,INR,8.533856694957425,28.7373,INR,-25.199707434140144,5.50346514472075,Energy minerals,Buy
ADANIPORTS,ADANI PORT & SEZ LTD,1424.4,INR,-0.46817133673396816,608462,0.20487875571937003,3077657920593,INR,27.73904576436222,51.35,INR,36.762653541713284,0.491314265660642,Transportation,Strong buy
ADANIENT,ADANI ENTERPRISES LTD,2599.1,INR,-0.4633884803921534,370305,0.271326999720033,2999658097763,INR,42.02182011019996,61.8512,INR,117.57217381516045,0.0500202004655726,Distribution services,Strong buy
WIPRO,WIPRO LTD,270.05,INR,1.1233851338700618,7141779,0.9232518079690044,2828077399507,INR,21.551414548501658,12.5305,INR,20.86444045758821,2.22181077578226,Technology services,Neutral
DMART,AVENUE SUPERMARTS LTD,4261.1,INR,-2.014395106583564,488810,0.6298365834280604,2772903724020,INR,102.62764932562621,41.52,INR,6.680369989722511,0,Retail trade,Neutral
POWERGRID,POWER GRID CORP. LTD.,294,INR,0.10214504596527457,14193884,1.0639018285072042,2735307550712,INR,17.674429789229418,16.6342,INR,-0.6569438969911936,3.57021421285277,Utilities,Buy
JSWSTEEL,JSW STEEL LTD,1041.4,INR,-0.4492878309912836,961108,0.35925251428877586,2546818054665,INR,72.71432361853958,14.3218,INR,-60.42608455374413,0.700945796725719,Non-energy minerals,Buy
TATAMOTORS,TATA MOTORS LTD,689.05,INR,-0.19553881807648069,4942900,0.5132479685254154,2536343398834,INR,11.236862060811635,61.3205,INR,-24.671669678383086,0.870890485521446,Consumer durables,Neutral
ETERNAL,ETERNAL LTD,261.4,INR,0.21084914701934235,13076740,0.4143788629508188,2521154090576,INR,449.2952904778274,0.5818,INR,41.14507520621057,0,Transportation,Buy
COALINDIA,COAL INDIA LTD,386.1,INR,-0.09056799068442642,3990767,0.6288122590223085,2379121268228,INR,6.729974795276991,57.3702,INR,8.712508811424152,6.82554073306567,Energy minerals,Buy
BAJAJ_AUTO,BAJAJ AUTO LTD,8433,INR,0.602445571130331,183720,0.5539897241117906,2354518447206,INR,32.16389435993354,262.1884,INR,-3.8092771288550384,2.49070433560462,Consumer durables,Buy
ASIANPAINT,ASIAN PAINTS LTD,2424.2,INR,-0.27561808383727315,602320,0.48689292680349927,2325862760508,INR,63.39004147207563,38.2426,INR,-32.817199314163645,1.02276476410426,Process industries,Sell
NESTLEIND,NESTLE INDIA LTD,2392.8,INR,0.18422374811589728,395057,0.20466742249715422,2306312048879,INR,71.92497294697608,33.268,INR,1.9477574435224003,0.710687485629481,Consumer non-durables,Neutral
ADANIPOWER,ADANI POWER LTD,584.8,INR,-0.5273005613199562,2178560,0.34990548876973243,2254959459959,INR,17.432415110875287,33.5467,INR,-37.88039271601417,0,Utilities,Strong buy
INDIGO,INTERGLOBE AVIATION LTD,5753,INR,-0.22545959070412766,345735,0.2321094430581798,2223090927355,INR,30.667946052561437,187.59,INR,-11.317543610835342,0,Transportation,Buy
IOC,INDIAN OIL CORP LTD,151.62,INR,2.5360113613308988,22612766,1.3444062552012452,2141485699161.9998,INR,15.353924050632912,9.875,INR,-67.02749989983037,7.91295746785361,Energy minerals,Buy
DLF,DLF LTD,836,INR,0.7593105941906658,1218416,0.3737924268697636,2069236698234,INR,47.37939789626405,17.6448,INR,60.156845659514204,0.598121897242658,Finance,Strong buy
JIOFIN,JIO FIN SERVICES LTD,324.95,INR,-0.030764497769580908,9623498,0.3841169233717253,2064771020508,INR,127.89782343448654,2.5407,INR,0.6975545955372472,0,Finance,Neutral
TATASTEEL,TATA STEEL LTD,163.01,INR,-1.7479356277499885,22938753,0.7148747121596296,2034801267578,INR,59.43630131991541,2.7426,INR,,2.20858895705522,Non-energy minerals,Buy
TRENT,TRENT LTD,5456,INR,-11.872072363107737,7516962,3.3614402795773697,1936926699368,INR,125.39703698936792,43.5098,INR,4.029953878486903,0.0917658502564855,Retail trade,Buy
GRASIM,GRASIM INDUSTRIES LTD,2805.9,INR,-0.4152470187393462,286779,0.32449469376116663,1909981235100,INR,47.3864736012808,59.2131,INR,-30.424703166033147,0.356328392246294,Non-energy minerals,Buy
HINDZINC,HINDUSTAN ZINC LTD,445.1,INR,-0.10099876557064047,1786418,0.33381625704295403,1880266887207,INR,18.16356595157743,24.5051,INR,33.44751158573443,6.51685393258427,Non-energy minerals,Neutral
DIVISLAB,DIVI S LABORATORIES LTD,6906.5,INR,0.44357184409540434,243498,0.5770704676371009,1832675473135,INR,83.68847264447818,82.5263,INR,36.92584136928663,0.434559031223066,Health technology,Neutral
IRFC,INDIAN RAILWAY FIN CORP L,139.24,INR,-0.3292770221903934,6596356,0.5414224152443453,1819789440918,INR,27.968825325405756,4.9784,INR,1.2137353365726598,1.65170556552962,Finance,Strong sell
SBILIFE,SBI LIFE INSURANCE CO LTD,1799.7,INR,-0.580046403712297,685665,0.426041545178771,1803981785217,INR,74.80049875311721,24.06,INR,27.3002402090983,0.150020836227254,Finance,Strong buy
VEDL,VEDANTA LTD,459.05,INR,0.16364826532838753,4456947,0.3953130166398801,1794281529885,INR,11.864822951667099,38.69,INR,242.44392912145292,8.6084777160292,Non-energy minerals,Buy
HDFCLIFE,HDFC LIFE INS CO LTD,785.1,INR,-0.09543806069860661,1536851,0.3371046135714542,1691757927092,INR,93.31209812567597,8.4137,INR,14.996241372240837,0.267464815640324,Finance,Buy
HYUNDAI,HYUNDAI MOTOR INDIA LTD,2064.1,INR,-1.3289354175629895,654426,0.26227854895188135,1677003574740,INR,29.735005366159342,69.4165,INR,-6.9251850997701885,0,Consumer durables,Strong buy
TECHM,TECH MAHINDRA LTD,1655.2,INR,-0.9988635683952416,1310544,0.5675485958808139,1620638059110,INR,34.533694971833924,47.93,INR,80.18796992481202,2.5981088184647,Technology services,Neutral
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,14227,INR,0.3031584884376763,28212,0.4615369514218126,1584224320418,INR,24.284004220128775,585.8589,INR,-10.278784704514866,0.653335347198561,Finance,Strong buy
ADANIGREEN,ADANI GREEN ENERGY LTD,996.8,INR,-1.1601388200297518,1565915,0.6133909654436099,1579597199121,INR,111.82911506013282,8.9136,INR,28.358509857005032,0,Utilities,Strong buy
LTIM,LTIMINDTREE LTD,5316,INR,-0.1596394027608226,154919,0.6554995762412451,1574638241200,INR,34.29013739276269,155.03,INR,0.35603314344899756,1.22331065503581,Technology services,Buy
HINDALCO,HINDALCO INDUSTRIES LTD,699.45,INR,0.9525871400736123,2680991,0.46768331463785795,1571597841620,INR,9.725389321468299,71.92,INR,57.5120455540955,0.500464717237435,Non-energy minerals,Buy
PIDILITIND,PIDILITE INDUSTRIES LTD,3080.2,INR,-1.1013003692406544,210376,0.6605097871151362,1566027773787,INR,75.56918547595681,40.76,INR,19.882352941176464,0.519682993374042,Process industries,Buy
EICHERMOT,EICHER MOTORS LTD,5629,INR,-1.5220433869839047,185006,0.3883090445157744,1543162553442,INR,32.658389417498256,172.36,INR,18.135709389993153,0.9063766261463,Consumer durables,Neutral
VBL,VARUN BEVERAGES LTD,456.15,INR,1.2092300865320589,4123037,0.4884034712369955,1542830573119,INR,53.93310238007968,8.4577,INR,27.02491626991877,0.328803156510303,Consumer non-durables,Strong buy
SOLARINDS,SOLAR INDUSTRIES (I) LTD,16856,INR,0.20211627630483892,80651,0.3983097848659962,1526417820985,INR,126.11621756095005,133.6545,INR,44.68201879016781,0.0503902278527538,Process industries,Buy
BPCL,BHARAT PETROLEUM CORP LTD,346.2,INR,4.43438914027149,13743465,1.7790152350548618,1502411844257,INR,11.090750659934903,31.2152,INR,-49.93801430883148,4.47588795841756,Energy minerals,Buy
AMBUJACEM,AMBUJA CEMENTS LTD,595.75,INR,1.18895966029724,2859715,0.9947568999701474,1464819596425,INR,35.102966738355484,16.9715,INR,1.6257485029940097,0.336304018833025,Non-energy minerals,Buy
BRITANNIA,BRITANNIA INDUSTRIES LTD,5771.5,INR,-0.39692812149452067,145106,0.5091874532416109,1389545120376,INR,63.80450163615459,90.456,INR,1.8219803821363532,1.27407304685469,Consumer non-durables,Buy
TVSMOTOR,TVS MOTOR COMPANY LTD,2880.1,INR,-0.6588024282560676,494247,0.45960291369093087,1367942167497,INR,61.20995987486398,47.0528,INR,32.55803470813611,0.347300606039558,Consumer durables,Buy
LODHA,MACROTECH DEVELOPERS LTD,1368.1,INR,-0.05844108408212301,425688,0.3396224157113104,1364675280800,INR,49.461315979754154,27.66,INR,72.98960561371909,0.16455187040626,Finance,Buy
PFC,POWER FIN CORP LTD.,413.25,INR,-0.5295462751233575,4544818,0.4920638667093386,1363932036400,INR,5.931806829077839,69.6668,INR,16.333918898158473,3.82288894265667,Finance,Strong buy
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,3329,INR,1.2592772843411637,2459626,0.9493105702931844,1342448656250,INR,55.6427498115434,59.8281,INR,24.593854451929975,0.438551682692308,Producer manufacturing,Buy
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,1526.7,INR,-0.026193438543635886,1751430,0.7122140792478914,1284015245728,INR,30.17790077090334,50.59,INR,23.360156059497697,0.131022961774051,Finance,Buy
TATAPOWER,TATA POWER CO LTD,401,INR,0.2750687671918036,3432678,0.5379642741602196,1281171451469,INR,32.289494238620165,12.4189,INR,7.4011294549039635,0.561167227833894,Utilities,Buy
PNB,PUNJAB NATIONAL BANK,110.85,INR,0.5624603102603559,14099494,0.48040585052426,1273992753850,INR,6.759434853926692,16.3993,INR,98.27469471647925,2.61614794767704,Finance,Buy
SHRIRAMFIN,SHRIRAM FINANCE LTD,676.15,INR,0.11104530648504589,3843226,0.6110716491607502,1271314877930,INR,13.321577744503113,50.756,INR,29.66482730431229,1.46449704142012,Finance,Buy
GAIL,GAIL (INDIA) LTD,193.41,INR,0.34761855349174403,11748872,0.9921219222953788,1271295549604,INR,10.214363800560864,18.9351,INR,25.767820611599664,3.36177915696923,Utilities,Buy
MAXHEALTH,MAX HEALTHCARE INS LTD,1298.2,INR,-0.245889042569544,1062360,0.35041375547158665,1261409114250,INR,118.01818181818182,11,INR,1.3824884792626762,0.115602481599938,Health services,Buy
BANKBARODA,BANK OF BARODA,240.78,INR,-0.6355232750082502,11400183,1.0849915743666985,1245005357300,INR,6.010529285042074,40.0597,INR,5.317440078239395,3.46832814122534,Finance,Buy
ABB,ABB INDIA LTD,5862,INR,-0.16179851826620115,153889,0.7507835247098128,1242344590383,INR,65.83040416858513,89.047,INR,29.560222434970363,0.75324298738625,Producer manufacturing,Buy
CIPLA,CIPLA LTD,1513.3,INR,0.30489825677735194,1118483,0.8904314777287243,1222465792694,INR,23.19589209074188,65.24,INR,27.87142297138375,0.858936240502147,Health technology,Buy
GODREJCP,GODREJ CONSUMER PRODUCTS,1192.9,INR,1.8528005464480912,654700,0.4557350853088473,1220243914307,INR,65.89151568714097,18.104,INR,,1.67672702883971,Consumer non-durables,Buy
SIEMENS,SIEMENS LTD,3292.4,INR,-0.5827822568469284,504152,0.48932548668596393,1171939227998,INR,45.01442419436431,73.141,INR,11.564644527931222,0.364647431514654,Producer manufacturing,Buy
UNIONBANK,UNION BANK OF INDIA,153.09,INR,0.9895111814763506,9090399,0.7496324611936267,1168323340288,INR,6.483952123198902,23.6106,INR,22.60342616200274,2.35217249264946,Finance,Buy
TORNTPHARM,TORRENT PHARMACEUTICALS L,3368,INR,1.0167661437869318,423431,0.5361812256099084,1139884223633,INR,59.64862567299519,56.464,INR,15.398450017985018,0.950118764845606,Health technology,Buy
SHREECEM,SHREE CEMENT LTD,31315,INR,-0.3341820496499045,12514,0.13078958700005436,1129276813179,INR,100.63427066907087,311.1763,INR,-53.134892479911755,0.335478264203511,Non-energy minerals,Neutral
INDUSTOWER,INDUS TOWERS LTD,424.95,INR,-0.1879036993540837,3900169,0.49791994021542835,1120491899442,INR,11.371786088929802,37.3688,INR,66.82500000000002,0,Finance,Buy
DRREDDY,DR. REDDY S LABORATORIES,1307.4,INR,1.2468055447998247,1466009,0.8779473262386092,1088677295412,INR,19.286855463650166,67.7871,INR,1.4685806664072059,0.612979848287488,Health technology,Neutral
IDBI,IDBI BANK LTD,101.12,INR,-0.2761341222879696,6074384,0.352564182184643,1087605513477,INR,14.248876238251581,7.0967,INR,31.832958704092444,1.48294611962432,Finance,
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,7553.5,INR,-0.1520158625247852,349076,0.5708571377175101,1086192373883.9999,INR,75.11137186269441,100.564,INR,60.9121834607544,0.251512383675523,Health services,Strong buy
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,153.9,INR,-0.24630541871920889,3834030,0.31985442249380247,1082499761011,INR,28.20696101611041,5.4561,INR,36.120050894394126,0.552486187845304,Producer manufacturing,Buy
TATACONSUM,TATA CONSUMER PRODUCT LTD,1089.7,INR,0.027538094363865846,573351,0.43532773093930693,1078195952501.9999,INR,83.22767891239594,13.093,INR,7.5038385430778956,0.75715859030837,Consumer non-durables,Buy
HDFCAMC,HDFC AMC LTD,5033.5,INR,-0.22794846382556988,229547,0.8214600887925685,1075494373088.9999,INR,43.86874673174133,114.74,INR,26.262320590089814,1.79004733680735,Finance,Buy
BSE,BSE LTD,2635.2,INR,-6.5565050884720435,12917060,3.039379034946932,1070231276019,INR,81.15049425676716,32.473,INR,69.50364605354505,0.227686323618701,Finance,Buy
MUTHOOTFIN,MUTHOOT FINANCE LTD,2662.8,INR,1.051193503092872,284105,0.4428291311287346,1069258905942,INR,20.160249300243713,132.0817,INR,22.621796282215907,0.976195839903882,Finance,Buy
INDHOTEL,THE INDIAN HOTELS CO. LTD,747.55,INR,-0.0935516204477174,2437653,0.5594813058215412,1063375045716,INR,55.78148551643857,13.4014,INR,51.323946206569495,0.301184659661335,Consumer services,Buy
BOSCHLTD,BOSCH LTD,35930,INR,4.432495276849295,173114,4.42801162291023,1059595916371,INR,52.5862543365731,683.2584,INR,-19.111400079508396,1.04380501722278,Producer manufacturing,Neutral
ADANIENSOL,ADANI ENERGY SOLUTION LTD,877.2,INR,0.22279348757498377,4081958,1.463160574779261,1053164463749.0001,INR,105.73515585448759,8.2962,INR,-18.62721057742292,0,Utilities,Strong buy
CANBK,CANARA BANK,114.37,INR,0.18395234758234755,10569354,0.4455148751587228,1036775478951,INR,5.914659688571473,19.3367,INR,14.79874139159344,3.49956255468067,Finance,Buy
RECLTD,REC LTD,393.65,INR,0.12717792191275595,5668163,0.672837298339647,1036568659197,INR,6.525768205509064,60.3224,INR,12.5571206526262,4.26775053981964,Finance,Strong buy
CGPOWER,CG POWER AND IND SOL LTD,676.6,INR,1.3708892051839054,2011272,0.7285216068542236,1034268976491,INR,106.20830390079273,6.3705,INR,-31.818181818181824,0.192193968066233,Producer manufacturing,Buy
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,122.39,INR,1.0652353426919952,10674659,2.4253658153546263,1020294390539,INR,45.67984174971075,2.6793,INR,,0,Finance,Sell
POLYCAB,POLYCAB INDIA LTD,6717.5,INR,-1.3220712449504224,457714,0.9842793229173947,1010912178257,INR,50.18850106167264,133.8454,INR,12.927119217506716,0.521085346335653,Producer manufacturing,Buy
ICICIGI,ICICI LOMBARD GIC LTD,2035.4,INR,0.06391032889239379,381077,0.4813221584743074,1010753907781,INR,40.513535031847134,50.24,INR,29.35118434603501,0.614190251572327,Finance,Buy
ZYDUSLIFE,ZYDUS LIFESCIENCES LTD,1001,INR,0.160096057634583,845835,0.9113674212450802,1007240242798,INR,22.255225864974587,44.9782,INR,17.931681839157605,0.2997002997003,Health technology,Neutral
MANKIND,MANKIND PHARMA LTD,2439.5,INR,3.2942372020155055,1061825,1.3820697784328,1006769283849,INR,49.51288816724173,49.27,INR,3.3202129734286525,0,Health technology,Buy
UNITDSPR,UNITED SPIRITS LTD,1378.2,INR,-0.2533111384526308,905626,0.48492640237614987,1002580486068,INR,61.85594772180532,22.2808,INR,12.42595190279641,0.652930934416715,Consumer non-durables,Buy
HAVELLS,HAVELLS INDIA LTD,1577.6,INR,0.31794480478188986,639702,0.5777919402747244,989355423638,INR,67.25411705524506,23.4573,INR,15.68027932161932,0.633954608850006,Producer manufacturing,Buy
JINDALSTEL,JINDAL STEEL & POWER LTD,953,INR,-0.36591740721380034,652147,0.3819050152794897,971990954307,INR,34.20318775145444,27.8629,INR,-52.882397505360636,0.209896625911738,Non-energy minerals,Buy
NAUKRI,INFO EDGE (I) LTD,1486.4,INR,2.850816495986718,1069466,0.6410393427252729,962777664616,INR,100.29689608636977,14.82,INR,66.73792218896966,0.323025673811366,Technology services,Buy
SRF,SRF LTD,3230.5,INR,-0.04641089108910891,321665,0.40462986176304727,957422447712,INR,76.56029671410458,42.1955,INR,-6.358534155039745,0.222917118177033,Process industries,Neutral
SWIGGY,SWIGGY LTD,383.5,INR,-0.6476683937823834,8466011,0.4940842043282631,956438306850,INR,,-13.4185,INR,,0,Transportation,Buy
BHARTIHEXA,BHARTI HEXACOM LTD,1906.4,INR,-1.1459683691988545,132064,0.25232441524928745,952825012207,INR,63.814688357769306,29.874,INR,,0.209902133130428,Communications,Buy
GMRAIRPORT,GMR AIRPORTS LTD,89.91,INR,1.6276703967446566,17133306,0.8445569128767922,949357533600,INR,,-0.5347,INR,42.29440966976042,0,Transportation,Buy
HINDPETRO,HINDUSTAN PETROLEUM CORP,444.6,INR,1.832340815391663,4318402,0.6117331046418116,946136265980,INR,14.041182415361293,31.664,INR,-57.92875098986484,4.72281344878219,Energy minerals,Buy
MARICO,MARICO LTD,728.6,INR,2.13780051867947,6030354,2.544776469280549,944589034534,INR,57.94404415390244,12.5742,INR,9.7617821384614,0.480208547712149,Consumer non-durables,Buy
ICICIPRULI,ICICI PRU LIFE INS CO LTD,650.95,INR,1.7268323175496278,2629729,1.7702011196094007,941599690706,INR,79.67564259485924,8.17,INR,38.70967741935484,0.130548302872063,Finance,Buy
CUMMINSIND,CUMMINS INDIA LTD,3342,INR,0.2730354946142971,230777,0.4655739517288083,925654014298,INR,46.32260604162104,72.1462,INR,16.23360721765747,1.1379630461474,Producer manufacturing,Buy
PERSISTENT,PERSISTENT SYSTEMS LTD,5896,INR,-0.9158894210570541,153281,0.3258117395189547,922040508744,INR,65.38064041091334,90.1796,INR,26.901097478431073,0.508871323404688,Technology services,Neutral
DIXON,DIXON TECHNO (INDIA) LTD,15202,INR,0.8491442218389279,466319,0.6196246792712564,919257669081,INR,79.0118169495472,192.4016,INR,213.7930809527227,0.0328948450488324,Electronic technology,Neutral
BHEL,BHEL,260.15,INR,0.9899068322981189,6547713,0.7148536560662777,905858728662,INR,169.52300273686953,1.5346,INR,,0.0960984047664809,Producer manufacturing,Neutral
LUPIN,LUPIN LTD,1980.9,INR,1.3351749539594913,934950,0.7856648744146402,902859261521,INR,27.619910764082544,71.72,INR,71.21031272380043,0.404684219844702,Health technology,Buy
SUZLON,SUZLON ENERGY LTD,65.53,INR,0.3983453347632988,32254269,0.38798630292506336,897685470192,INR,43.35141571844403,1.5116,INR,204.20607768162608,0,Producer manufacturing,Strong buy
NTPCGREEN,NTPC GREEN ENERGY LTD,106.55,INR,0.11275016442731405,5218821,0.35831697324633666,896982828500,INR,,,,,0,Utilities,Neutral
JSWENERGY,JSW ENERGY LTD,512,INR,0.3233075340452586,3519624,0.875731584575933,894857500000,INR,45.7972933084072,11.1797,INR,6.783514016906256,0.390625,Utilities,Buy
POWERINDIA,HITACHI ENERGY INDIA LTD,19965,INR,1.0374493927125508,111545,0.7528380330170215,889967528453,INR,220.94611194603004,90.3614,INR,133.82974373837143,0.020033255203638,Electronic technology,Buy
DABUR,DABUR INDIA LTD,495.1,INR,0.7119609438567941,2857925,1.17531988827506,878420064392,INR,49.74979400711429,9.9518,INR,-4.16494130562483,1.110550227158,Consumer non-durables,Neutral
INDIANB,INDIAN BANK,650.5,INR,0.7043888845885834,1313266,0.623754228486809,876132743255,INR,7.780514147857279,83.6063,INR,26.747267407486035,2.49827042816512,Finance,Buy
HEROMOTOCO,HERO MOTOCORP LTD,4345,INR,0.798032756460809,437195,0.6457153373029821,869268237823,INR,19.87557751246512,218.61,INR,16.87874251497007,3.22135296824666,Consumer durables,Buy
SBICARD,SBI CARDS & PAY SER LTD,909.6,INR,-0.19749835418037687,809693,0.33045781802330154,866365979919,INR,45.16475004468808,20.1396,INR,-20.491117252270026,0.274574409665019,Finance,Neutral
WAAREEENER,WAAREE ENERGIES LTD,2978.1,INR,-0.49450365865883195,939413,0.21349417702349463,855400092160,INR,45.89020620621855,64.8962,INR,,0,Electronic technology,Sell
NHPC,NHPC LTD,85.04,INR,0.0823820171825437,6986352,0.5404367955853937,854129244037,INR,28.260941809843477,3.0091,INR,-16.603846793415,2.23450546865812,Utilities,Neutral
POLICYBZR,PB FINTECH LTD,1794,INR,-0.8291873963515755,1296834,0.7201775028844108,823976484706,INR,235.43307086614172,7.62,INR,422.02507364526963,0,Technology services,Neutral
RVNL,RAIL VIKAS NIGAM LTD,391.4,INR,0.1919877127863817,2929965,0.5306845086016474,815972597370,INR,63.708574777003705,6.1436,INR,-18.633203099132512,0.53915932030152,Industrial services,Strong sell
LLOYDSME,LLOYDS METALS N ENERGY L,1553.7,INR,1.469435736677116,337045,0.46521036157063866,808578576324,INR,57.98945985488639,26.7928,INR,9.400788060676584,0.0645473616265935,Non-energy minerals,Strong buy
IDEA,VODAFONE IDEA LTD,7.36,INR,-1.735647530040052,403035850,0.5513472804181568,797404724465,INR,,-4.0082,INR,37.52805486284289,0,Communications,Sell
OFSS,ORACLE FIN SERV SOFT LTD.,9109,INR,0.8748615725359911,96079,0.5241702960163626,790644602640,INR,33.4128090382217,272.62,INR,6.8888453244461845,2.91264803671036,Technology services,Buy
IOB,INDIAN OVERSEAS BANK,39.95,INR,-0.10002500625156076,6853586,0.5024899020849474,768530497726,INR,22.37217897743182,1.7857,INR,26.61844997518258,0,Finance,
ABBOTINDIA,ABBOTT INDIA LTD,34735,INR,-1.9339356295878036,9978,0.5473996050032917,738337789764,INR,52.183622049657295,665.6303,INR,17.74844303523838,1.17997665948608,Health technology,Buy
ASHOKLEY,ASHOK LEYLAND LTD,249.85,INR,-0.25948103792415395,3645478,0.6976332341120847,733544539430,INR,23.633852644323998,10.5717,INR,25.08075107372306,2.7822257806245,Producer manufacturing,Buy
