Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
RELIANCE,RELIANCE INDUSTRIES LTD,1251.1,INR,-0.2908946005180387,4737454,0.4078626875067364,17114391531622,INR,24.927425348228816,50.1897,INR,-0.8453581363004192,0.395351,Energy minerals,Buy
TCS,TATA CONSULTANCY SERV LTD,4278.15,INR,5.9249538853881605,6084668,3.468026838121742,14861294005127,INR,32.69609517760969,130.8459,INR,7.218132846486852,1.38771,Technology services,Buy
HDFCBANK,HDFC BANK LTD,1662.6,INR,-0.31178798417076664,5180854,0.5558855447799137,12957393771932,INR,18.340871483728623,90.65,INR,1.5231268899092836,1.15102,Finance,Strong buy
BHARTIARTL,BHARTI AIRTEL LTD,1616.85,INR,0.6098130114184347,2171647,0.6420225151796346,9729245848571,INR,79.88784030831562,20.239,INR,60.088274378282605,0.500328,Communications,Buy
ICICIBANK,ICICI BANK LTD.,1247.15,INR,-1.2080164765525983,3223102,0.3928611956717148,8923203062500,INR,18.850513905683194,66.16,INR,17.367394003902785,0.791139,Finance,Strong buy
INFY,INFOSYS LTD,1967.8,INR,2.6339122724664894,4980558,0.9180003797662795,8026959001789,INR,30.27934301919425,64.9882,INR,8.656114520931819,2.12089,Technology services,Buy
SBIN,STATE BANK OF INDIA,747.1,INR,-1.7555394832007392,8005942,0.6387367135558064,6882667143318,INR,9.317982546399712,80.1783,INR,4.909442049977624,1.77645,Finance,Buy
HINDUNILVR,HINDUSTAN UNILEVER LTD.,2451.1,INR,0.644657961731125,950484,0.7890165716192147,5637961939262,INR,56.08770468545486,43.7012,INR,-0.15558850609902639,1.792,Consumer non-durables,Buy
ITC,ITC LTD,443.75,INR,-1.4107976005332197,5515808,0.27449204903761315,5624013627441,INR,27.01953931304914,16.4233,INR,1.3783950617284064,3.05895,Consumer non-durables,Buy
LICI,LIFE INSURA CORP OF INDIA,846.55,INR,0.40920412762423575,758069,0.6471099057106691,5497371782471,INR,12.894897182025893,65.65,INR,5.914600404298547,1.15055,Finance,Buy
HCLTECH,HCL TECHNOLOGIES LTD,1979.8,INR,2.3258217903659295,2375150,0.9072749458496111,5246464237020,INR,31.921960657852303,62.02,INR,8.88342696629214,2.79308,Technology services,Neutral
LT,LARSEN & TOUBRO LTD.,3531.5,INR,0.10204370872189997,1051695,0.6596217615377891,4945175827685,INR,34.69557981358801,101.7853,INR,0.8050714848810302,0.77861,Industrial services,Strong buy
BAJFINANCE,BAJAJ FINANCE LTD,7297,INR,0.268638053164229,599930,0.5347392436460886,4551665650513,INR,29.363003500865158,248.51,INR,15.040274048699183,0.489576,Finance,Buy
SUNPHARMA,SUN PHARMACEUTICAL IND L,1784.9,INR,-2.269554028526833,402851,0.19740559175125497,4408190586586,INR,38.741871348075605,46.0716,INR,29.310359345134664,0.734774,Health technology,Buy
M&M,MAHINDRA & MAHINDRA LTD,3110.3,INR,-0.5181512873820509,1544300,0.6384105540843868,3835975868866,INR,29.34245283018868,106,INR,6.127352823388071,0.68401,Consumer durables,Strong buy
MARUTI,MARUTI SUZUKI INDIA LTD.,11650,INR,-0.7712585866931215,146869,0.3224421199610529,3715625081756,INR,25.881475284079738,450.1289,INR,19.782733766237218,1.0577,Consumer durables,Buy
KOTAKBANK,KOTAK MAHINDRA BANK LTD,1772.25,INR,-1.0026812646631686,2032176,0.4865326404482761,3516482520914,INR,15.974332904286502,110.9436,INR,28.367869502686112,0.113077,Finance,Buy
ONGC,OIL AND NATURAL GAS CORP.,265.26,INR,0.7903336119765878,9400698,0.38216482362935333,3412400759277,INR,8.204611111454783,32.3306,INR,-5.571278780072509,4.6083,Energy minerals,Buy
AXISBANK,AXIS BANK LTD,1044.9,INR,-1.5870025900635656,3251782,0.5146627628176876,3327309240723,INR,11.626794258373206,89.87,INR,113.1135878586673,0.0930233,Finance,Buy
ULTRACEMCO,ULTRATECH CEMENT LTD,11005.15,INR,-2.2615854633297188,93753,0.5119606564681907,3287233396693,INR,48.4436399715989,227.1743,INR,15.089062262525966,0.614189,Non-energy minerals,Buy
NTPC,NTPC LTD,312.65,INR,-2.403621039488074,9414916,0.706652157013222,3154810347367,INR,13.734887889224712,22.7632,INR,15.412150034983824,2.45889,Utilities,Buy
WIPRO,WIPRO LTD,301.75,INR,3.2329798152582927,14457345,1.5581837100776128,3111832568359,INR,26.91504923647781,11.2112,INR,5.097774528001192,0.168067,Technology services,Sell
TITAN,TITAN COMPANY LTD,3441.95,INR,-1.2933568489124148,359265,0.30071233832522004,3093846020242,INR,94.22513619316159,36.529,INR,-1.7863384363892343,0.315648,Consumer durables,Buy
TATAMOTORS,TATA MOTORS LTD,780.4,INR,0.03845660812715736,8543986,0.5675766925312179,2925942116379,INR,9.029094649301124,86.4317,INR,117.35403139412657,0.37743,Consumer durables,Buy
ADANIENT,ADANI ENTERPRISES LTD,2400.1,INR,-3.139755438072569,992995,0.46718575201429846,2900744860748,INR,49.430542683554734,48.555,INR,126.45759779115811,0.0517259,Distribution services,Strong buy
POWERGRID,POWER GRID CORP. LTD.,303.35,INR,-0.622440622440615,3306080,0.4157037822357383,2850634977539,INR,17.95714201148405,16.893,INR,2.3929883259992,3.83361,Utilities,Buy
HAL,HINDUSTAN AERONAUTICS LTD,4037.5,INR,-1.460700208671467,811321,0.682140620073568,2749033045985,INR,31.700604961390038,127.3635,INR,41.085160544208655,0.851468,Electronic technology,Strong buy
BAJAJFINSV,BAJAJ FINSERV LTD.,1710,INR,1.165473584570789,1060111,0.5542239598867514,2708497730257,INR,32.25721259955406,53.0114,INR,14.260034399962063,0.0589501,Finance,Buy
DMART,AVENUE SUPERMARTS LTD,3718.9,INR,-2.488331847501182,460455,0.2753405152904863,2499302893524,INR,90.26456310679612,41.2,INR,15.148127445500284,0,Retail trade,Neutral
ADANIPORTS,ADANI PORT & SEZ LTD,1123.95,INR,-0.7418201086236468,1357725,0.4455817576929864,2489884174283,INR,24.75944381294774,45.3948,INR,54.74093264248704,0.52054,Transportation,Strong buy
BAJAJ_AUTO,BAJAJ AUTO LTD,8800,INR,-0.40573346084417866,232853,0.4442598870638568,2413413983894,INR,33.5694768006305,262.1429,INR,8.335868057679308,0.925685,Consumer durables,Neutral
ZOMATO,ZOMATO LTD,244.55,INR,-0.32606480538006233,38400031,0.6865832174787668,2412587646484,INR,288.3504303737767,0.8481,INR,,0,Transportation,Buy
TRENT,TRENT LTD,6542.3,INR,-1.1990878475315951,366318,0.46598999881695496,2378317665978,INR,128.49833541202236,50.9135,INR,187.57540498407175,0.0478304,Retail trade,Buy
COALINDIA,COAL INDIA LTD,370.15,INR,-0.5507791509940922,3535955,0.4252888534065391,2345226261392,INR,6.51752856866163,56.793,INR,24.73452211784911,6.83222,Energy minerals,Buy
SIEMENS,SIEMENS LTD,6135.75,INR,-1.675400221143217,265118,0.615852419164695,2242987680164,INR,80.41780692648862,76.2984,INR,38.56614629114393,0.15877,Producer manufacturing,Buy
ASIANPAINT,ASIAN PAINTS LTD,2325.25,INR,-1.0616117777210374,814171,0.7345538802102224,2239151143047,INR,48.81389734438963,47.635,INR,-9.74715561913243,1.38794,Process industries,Neutral
JSWSTEEL,JSW STEEL LTD,899.65,INR,0.9764857736124285,961167,0.674331238919933,2207511447332,INR,44.01031220342631,20.4418,INR,-46.47342236187483,0.808685,Non-energy minerals,Buy
NESTLEIND,NESTLE INDIA LTD,2258.35,INR,0.10194809512199317,580061,0.747528164994592,2139609144278,INR,67.2897001334859,33.5616,INR,13.424018655266218,1.00264,Consumer non-durables,Neutral
BEL,BHARAT ELECTRONICS LTD,274.8,INR,-2.293333333333329,9126832,0.7065257481432192,2061357624023,INR,44.244083078409275,6.211,INR,36.63161599718423,0.780142,Electronic technology,Buy
VBL,VARUN BEVERAGES LTD,598.95,INR,-1.0735816334957469,2499850,0.4890706401827763,2051900232648,INR,76.58913340920427,7.8203,INR,27.155214464570253,0.247198,Consumer non-durables,Strong buy
DLF,DLF LTD,761.15,INR,-2.4979184013322233,3578241,1.573854504179934,1985818669678,INR,52.27750381186555,14.5598,INR,60.96536322731143,0.623247,Finance,Strong buy
ADANIPOWER,ADANI POWER LTD,486.4,INR,-2.3097007431211085,2763618,0.6186226915261711,1945439990326,INR,14.748779526365263,32.979,INR,-38.26793054650824,0,Utilities,
IOC,INDIAN OIL CORP LTD,131.61,INR,-0.44629349470497354,9042231,0.6938504208587931,1901424648381,INR,10.410618657005672,12.6419,INR,-54.16396248101027,8.91199,Energy minerals,Neutral
JIOFIN,JIO FIN SERVICES LTD,284.4,INR,-1.6767502160760666,8061496,0.4691445296711002,1897048121003,INR,112.49555001779993,2.5281,INR,,0,Finance,Neutral
IRFC,INDIAN RAILWAY FIN CORP L,137.16,INR,-2.349423323366091,14641622,0.7014597648206555,1877944252110,INR,27.53000682429449,4.9822,INR,7.307932542161143,1.04384,Finance,Strong sell
HINDZINC,HINDUSTAN ZINC LTD,435.85,INR,-0.42266392506282063,680418,0.4740350412982699,1876886683708,INR,21.075816848081008,20.6801,INR,3.629001949298201,6.52859,Non-energy minerals,Sell
VEDL,VEDANTA LTD,435.65,INR,-0.7404875825928458,4210245,0.562339326898431,1745597152305,INR,14.589752176825185,29.86,INR,114.8479659236448,9.74462,Non-energy minerals,Buy
LTIM,LTIMINDTREE LTD,6124.4,INR,4.857294502371288,817900,2.428003708353384,1741951414336,INR,39.043733265332136,156.86,INR,5.0143937872397455,1.10557,Commercial services,Buy
GRASIM,GRASIM INDUSTRIES LTD,2370.95,INR,-1.6366578161301142,229406,0.3839693796613023,1657996280388,INR,35.255080570933195,67.2513,INR,-32.99193926048444,0.410484,Non-energy minerals,Buy
TATASTEEL,TATA STEEL LTD,128.19,INR,-1.3391826368044402,22553004,0.8370283397822786,1655304665646,INR,54.655922230749546,2.3454,INR,,2.71493,Non-energy minerals,Neutral
INDIGO,INTERGLOBE AVIATION LTD,4254.55,INR,-0.14082688854725328,537583,0.7499011678238703,1645675178874,INR,24.78908116296685,171.63,INR,17.88584380795384,0,Transportation,Buy
TECHM,TECH MAHINDRA LTD,1705.7,INR,3.828828828828834,1626625,0.9570327381241305,1628359096867,INR,46.212408561365486,36.91,INR,-9.200492004920054,2.58468,Technology services,Neutral
ADANIGREEN,ADANI GREEN ENERGY LTD,951.2,INR,-2.7104428761378743,1521895,0.5752733625293998,1567637773304,INR,137.48247503143654,6.9187,INR,-16.01990653638405,0,Utilities,Buy
DIVISLAB,DIVI S LABORATORIES LTD,5761.1,INR,-1.0893545424109985,212731,0.4834632835077366,1556442207703,INR,83.30019794478656,69.1607,INR,37.86149405582976,0.511683,Health technology,Neutral
PIDILITIND,PIDILITE INDUSTRIES LTD,2922.7,INR,-1.2017239922251393,97279,0.1877391735583155,1479473304396,INR,77.77937450767494,37.5768,INR,26.961087403833474,0.550083,Process industries,Neutral
HYUNDAI,HYUNDAI MOTOR INDIA LTD,1789.1,INR,0.1988182912827955,311071,0.8354045832564587,1471105729797,INR,,,,,0,Consumer durables,Buy
SBILIFE,SBI LIFE INSURANCE CO LTD,1483.75,INR,1.0419149443290512,601758,0.4715145897250756,1465655331223,INR,68.17607462035059,21.7635,INR,18.3088255279824,0.184603,Finance,Strong buy
PFC,POWER FIN CORP LTD.,408.2,INR,-3.258679938381325,5420164,0.5981327016566277,1435049290760,INR,6.3550482311107785,64.2324,INR,18.10465928731658,3.62194,Finance,Strong buy
EICHERMOT,EICHER MOTORS LTD,5075.6,INR,-1.2509971011109025,231184,0.36136723188392433,1415537924028,INR,32.638415535978396,155.51,INR,19.018827491198525,0.987664,Consumer durables,Buy
ABB,ABB INDIA LTD,6481.7,INR,-0.0115696997277264,158365,0.5779590543755587,1411320304702,INR,81.66569441102097,79.3687,INR,39.14739486634655,0.517414,Producer manufacturing,Neutral
LODHA,MACROTECH DEVELOPERS LTD,1299.25,INR,-0.7675857328343355,422955,0.40316699924333804,1347360123871,INR,61.86904761904762,21,INR,32.16358075194784,0.166482,Finance,Buy
HDFCLIFE,HDFC LIFE INS CO LTD,612.95,INR,0.12250898399215943,958061,0.39442829344667,1329463302334,INR,77.90713931644572,7.8677,INR,14.831788659417652,0.32386,Finance,Buy
RECLTD,REC LTD,464.7,INR,-5.394951140065147,6532072,0.7920587407180893,1325565006487,INR,8.238952676108278,56.4028,INR,16.591079158105355,3.04927,Finance,Strong buy
AMBUJACEM,AMBUJA CEMENTS LTD,513.15,INR,-2.3036649214659732,1117709,0.6025547858432841,1324298428812,INR,39.019252995924326,13.1512,INR,0.009125475285163344,0.371989,Non-energy minerals,Buy
HINDALCO,HINDALCO INDUSTRIES LTD,575.25,INR,-2.375901569792109,6919592,1.0249699019542184,1318223046699,INR,10.24853019775521,56.13,INR,48.23676683806462,0.596659,Non-energy minerals,Buy
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,10960,INR,-1.8703721942178695,18493,0.12774778981747947,1255763673601,INR,16.467071041438572,665.5707,INR,33.585027220953855,0.762185,Finance,Strong buy
GAIL,GAIL (INDIA) LTD,180.59,INR,-1.327723746038688,8152999,0.6057243191449427,1252885250632,INR,10.28955945028147,17.5508,INR,118.39947238088126,2.88638,Utilities,Buy
BPCL,BHARAT PETROLEUM CORP LTD,280.65,INR,0.23214285714284905,5353756,0.9039538063617986,1244272924579,INR,9.139490806776216,30.7074,INR,-51.71686169192403,4.35844,Energy minerals,Buy
CIPLA,CIPLA LTD,1475.6,INR,-0.8466603951081935,676549,0.5003778263105417,1207423461825,INR,26.644998194293965,55.38,INR,29.49569633750254,0.869536,Health technology,Buy
BANKBARODA,BANK OF BARODA,227.37,INR,-1.588469529085867,5562270,0.4466958937654232,1203893046641,INR,5.877927718318597,38.682,INR,3.5920590669162706,3.2646,Finance,Buy
TATAPOWER,TATA POWER CO LTD,359.7,INR,-2.029143401879338,6482110,0.6343822286735961,1194897282280,INR,30.711565717798536,11.7122,INR,4.861583640726276,0.534831,Utilities,Buy
INDHOTEL,THE INDIAN HOTELS CO. LTD,799.55,INR,-2.8316218022725974,1689745,0.40699854096703264,1188494775329,INR,68.01207893841442,11.756,INR,51.7549408135077,0.209593,Consumer services,Buy
MANKIND,MANKIND PHARMA LTD,2764.6,INR,-2.243595410265033,258816,0.5993451609459528,1186872462332,INR,52.4525344975117,52.7067,INR,,0,Health technology,Buy
GODREJCP,GODREJ CONSUMER PRODUCTS,1173.6,INR,-0.63500127000254,530679,0.271860871396984,1183262081900,INR,,-3.6257,INR,-121.18805516596541,1.72913,Consumer non-durables,Buy
PNB,PUNJAB NATIONAL BANK,99.73,INR,-2.254238949328626,23600694,0.7918634079009848,1171705540415,INR,7.5981867357434005,13.1255,INR,144.75544035653684,1.47131,Finance,Buy
BRITANNIA,BRITANNIA INDUSTRIES LTD,4940,INR,0.27809918194181876,141620,0.37617381663425636,1170186428865,INR,55.81725385890437,88.5031,INR,-15.946363311730243,1.51291,Consumer non-durables,Buy
MAXHEALTH,MAX HEALTHCARE INS LTD,1163.95,INR,-3.6943571073969768,487178,0.3299639637613852,1168988826294,INR,107.27649769585254,10.85,INR,6.640194999213706,0.12474,Health services,Buy
UNITDSPR,UNITED SPIRITS LTD,1538.95,INR,-2.2547556289497916,254273,0.25686341617947994,1146123166672,INR,77.10556641114285,19.959,INR,25.08852524771401,0.571157,Consumer non-durables,Buy
DRREDDY,DR. REDDY S LABORATORIES,1357.5,INR,-1.0279965004374387,862412,0.4049370264541235,1143099201965,INR,21.2299781366413,63.9426,INR,4.635247913598429,0.583686,Health technology,Neutral
TORNTPHARM,TORRENT PHARMACEUTICALS L,3293.65,INR,-0.8399692914452617,94589,0.3688640940408642,1125415681305,INR,61.86024934545878,53.2434,INR,35.08102060336057,0.902188,Health technology,Buy
TVSMOTOR,TVS MOTOR COMPANY LTD,2293.25,INR,-1.4270669904790483,343199,0.39173323147189476,1121110627110,INR,57.733798912920335,39.7211,INR,29.46354945846493,0.339012,Consumer durables,Neutral
SWIGGY,SWIGGY LTD,494.8,INR,-2.5024630541871895,4048682,0.509780624256202,1098290000000,INR,,,,,0,Transportation,Buy
SHRIRAMFIN,SHRIRAM FINANCE LTD,537.1,INR,-80.88510062814741,4422421,5.542524802066596,1089874707419.0001,INR,2.51557304107536,213.51,INR,22.236216866090345,1.62172,Finance,Strong buy
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,1257.8,INR,-2.359882005899712,1570577,0.6770139325697008,1072752661651.9999,INR,27.486888111888113,45.76,INR,24.68664850136238,0.156752,Finance,Buy
NAUKRI,INFO EDGE (I) LTD,7927.2,INR,-0.2780119004189094,243431,0.6106537226570339,1067209522531,INR,219.64600396777016,36.0908,INR,,0.291416,Technology services,Buy
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,146.07,INR,-1.7818719741796705,9243750,0.7179889588890952,1064909580346.9999,INR,26.35881333910784,5.5416,INR,96.57337448121739,0.528576,Producer manufacturing,Buy
CGPOWER,CG POWER AND IND SOL LTD,658.6,INR,-2.8828430288284235,1147716,0.6608279851366596,1060642920180.9999,INR,69.75217115018005,9.442,INR,31.08973024004887,0.187374,Producer manufacturing,Buy
OFSS,ORACLE FIN SERV SOFT LTD.,11505.55,INR,-1.8887955623963404,64951,0.46332710104370045,1040432262397,INR,40.19546534376747,286.24,INR,35.427706283118845,2.00269,Technology services,Buy
POLYCAB,POLYCAB INDIA LTD,6626.8,INR,-1.8150030373520216,95519,0.4432968973997339,1040325039473,INR,55.654843889624225,119.0696,INR,11.242364732679224,0.433767,Producer manufacturing,Buy
HAVELLS,HAVELLS INDIA LTD,1603.2,INR,-1.6562384983437615,719099,0.9422698711312077,1029563748123,INR,71.3141881071848,22.4808,INR,19.60162584324658,0.548045,Producer manufacturing,Buy
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,119.69,INR,-1.0008271298593945,6475985,0.6526623636941832,1028530000000,INR,,,,,0,Finance,Sell
LUPIN,LUPIN LTD,2205.2,INR,-2.1150986528175464,475450,0.32260557554986036,1027622605385,INR,38.39804979975622,57.43,INR,97.08304735758408,0.355177,Health technology,Buy
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,7036.85,INR,-0.7713405390922974,104938,0.31803750089406185,1026493028203,INR,85.52030314962545,82.2828,INR,69.62483018510082,0.224118,Health services,Buy
DIXON,DIXON TECHNO (INDIA) LTD,16843.15,INR,-0.05666747761485858,290228,0.8064617417781905,1015597267136,INR,140.9354219782997,119.5097,INR,132.42413280745566,0.0295743,Electronic technology,Neutral
JSWENERGY,JSW ENERGY LTD,544,INR,-2.4477718999372327,3504113,0.6755016893744736,1013006611627,INR,47.63781251368274,11.4195,INR,17.933491686460805,0.345066,Utilities,Buy
ZYDUSLIFE,ZYDUS LIFESCIENCES LTD,1007.6,INR,-0.2869866402770883,1819347,0.9506343372604443,987668979044,INR,23.620755132755395,42.6574,INR,53.81680765597168,0.305639,Health technology,Buy
BOSCHLTD,BOSCH LTD,32472.75,INR,-1.0871270330326441,13123,0.5777494056529013,972748895294,INR,45.93034595903055,706.9999,INR,-1.9605942547790745,1.137,Producer manufacturing,Neutral
PERSISTENT,PERSISTENT SYSTEMS LTD,6358.9,INR,2.905645415779965,548588,1.0651077362761963,972254662856,INR,79.55018846397792,79.9357,INR,24.880994227419357,0.416774,Technology services,Neutral
JINDALSTEL,JINDAL STEEL & POWER LTD,925.15,INR,-0.6870269980140602,715499,0.48247403048713877,961688089050,INR,18.37080369659927,50.3598,INR,24.78547764829484,0.424291,Non-energy minerals,Buy
IOB,INDIAN OVERSEAS BANK,48.76,INR,-2.362835402482979,3756281,0.8417252508208504,959864463840,INR,31.108842669388796,1.5674,INR,26.515457260473003,0,Finance,
TATACONSUM,TATA CONSUMER PRODUCT LTD,975.1,INR,0.5154107823935676,769688,0.4672427778389551,950919192908,INR,81.21501865671642,12.0064,INR,-11.46506208890069,0.796508,Consumer non-durables,Buy
ICICIPRULI,ICICI PRU LIFE INS CO LTD,647.35,INR,0.07729767334003246,709052,0.6245275650126033,942999340210,INR,106.82343234323433,6.06,INR,-3.73923817390476,0.091954,Finance,Buy
SHREECEM,SHREE CEMENT LTD,25746.25,INR,-0.8302583025830231,12423,0.40661423198908103,939104222796,INR,53.639752950355685,479.9845,INR,-5.197703735232332,0.403414,Non-energy minerals,Neutral
ADANIENSOL,ADANI ENERGY SOLUTION LTD,742,INR,-1.2641383898868928,837367,0.44185688306810406,925287917084,INR,169.2016509702871,4.3853,INR,-62.80334195682599,0,Utilities,Strong buy
ICICIGI,ICICI LOMBARD GIC LTD,1890.85,INR,0.13769363166953047,304867,0.3836682351490226,920917646130,INR,42.24419124218052,44.76,INR,25.378151260504183,0.618429,Finance,Buy
POLICYBZR,PB FINTECH LTD,1854,INR,-3.4148628584824543,700551,0.4281354144149942,919773463119,INR,405.43200157449326,4.5729,INR,,0,Technology services,Neutral
DABUR,DABUR INDIA LTD,520.05,INR,-0.2110716684256016,1801611,0.6919272599010561,910438207035,INR,51.56054807558842,10.0862,INR,2.0870445344129456,1.07066,Consumer non-durables,Buy
CANBK,CANARA BANK,94.54,INR,-1.2533946104031635,12492131,0.6741968316438122,880760233913,INR,5.360534806053424,17.6363,INR,15.038354162861681,3.31617,Finance,Buy
CUMMINSIND,CUMMINS INDIA LTD,3030.5,INR,-2.5092488338426895,392055,0.49016745747174906,877046965087,INR,43.085247798820824,70.3373,INR,34.88221802896417,1.20103,Producer manufacturing,Neutral
MUTHOOTFIN,MUTHOOT FINANCE LTD,2134,INR,-0.051519835136523306,249626,0.3914936782551991,875652941274,INR,18.31292794884051,116.5297,INR,17.45441863793648,1.10034,Finance,Buy
INDUSTOWER,INDUS TOWERS LTD,323.05,INR,-2.3428053204353083,5343559,0.8337676101329162,870834285292,INR,11.518576624117522,28.046,INR,126.76994728160678,0,Finance,Neutral
SOLARINDS,SOLAR INDUSTRIES (I) LTD,9535.1,INR,-1.0430071817011914,32924,0.45621201581860155,870745025170,INR,85.36805916163804,111.694,INR,25.065783433100215,0.0883342,Process industries,Buy
RVNL,RAIL VIKAS NIGAM LTD,394.75,INR,-3.7899098220814067,3315898,0.8802840336014432,870495858154,INR,61.06144041579012,6.4648,INR,-8.85147900628824,0.505389,Industrial services,Sell
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,2222.15,INR,-0.4658350316902237,1232208,0.5670516767009128,869828512922,INR,34.865622651397125,63.7347,INR,93.6565667614672,0.818513,Producer manufacturing,Buy
HDFCAMC,HDFC AMC LTD,3887.8,INR,-1.584649655731063,328857,0.8242658087232712,868653969994,INR,37.69439596664728,103.14,INR,32.69981202789861,1.72255,Finance,Buy
UNIONBANK,UNION BANK OF INDIA,104.46,INR,-3.331482509716832,11596666,0.6600125371276282,848475259500,INR,5.139382250779812,20.3254,INR,17.131051651904315,3.23887,Finance,Buy
HINDPETRO,HINDUSTAN PETROLEUM CORP,390.35,INR,1.4423076923076952,2225798,0.6117242283797417,832191396557,INR,19.78198514133971,19.7326,INR,-74.7747540447117,5.36947,Energy minerals,Buy
OBEROIRLTY,OBEROI REALTY LTD,2171.55,INR,-3.331997863247859,369415,0.48175828635598306,831140271597,INR,34.002405088264865,63.8646,INR,18.39999110117409,0.437474,Finance,Buy
HEROMOTOCO,HERO MOTOCORP LTD,4142.4,INR,0.027769393299115874,259603,0.3368325803127525,827198043579,INR,20.05227998838222,206.58,INR,27.290652535584464,2.78046,Consumer durables,Buy
MARICO,MARICO LTD,674.4,INR,1.1246063877642825,2226565,1.3073978767985077,826498448126,INR,54.95660677178829,12.2715,INR,12.465975639932903,1.48879,Consumer non-durables,Buy
SUZLON,SUZLON ENERGY LTD,56,INR,-3.2480995162405017,45256602,0.958054880462376,819385651752,INR,79.53415707996024,0.7041,INR,54.577387486278795,0,Producer manufacturing,Buy
GMRAIRPORT,GMR AIRPORTS LTD,75.42,INR,-0.8675078864353267,6431821,0.6677241890556266,810612520287,INR,,-1.2511,INR,-92.00429711479437,0,Transportation,Neutral
IDBI,IDBI BANK LTD,71.17,INR,-2.8661116418725188,4204601,1.098696247717768,802559304375,INR,11.30597785508904,6.2949,INR,41.71000202606876,2.00965,Finance,
OIL,OIL INDIA LTD,463.75,INR,-0.6959314775160599,2346695,0.4065381493824979,799559038378,INR,8.991131981092934,51.5786,INR,42.81766578983802,2.27173,Energy minerals,Buy
NHPC,NHPC LTD,77.76,INR,-0.44808603251823625,9873382,0.4555756142674376,793557700195,INR,26.218011396203515,2.9659,INR,-23.55730817804583,2.40506,Utilities,Neutral
GICRE,GENERAL INS CORP OF INDIA,444,INR,-4.49559044955904,1348347,0.4212767887923722,783778210907,INR,10.706328308110768,41.4708,INR,10.229305491689752,2.23839,Finance,Sell
WAAREEENER,WAAREE ENERGIES LTD,2594.45,INR,-0.22881095216121644,991173,1.0220114810321073,775464000000,INR,,,,,0,Electronic technology,Strong sell
ATGL,ADANI TOTAL GAS LTD,677.7,INR,-0.652349190060827,1374790,0.7696626643879678,774486256687,INR,106.16765622796986,6.3833,INR,22.949651373319472,0.0355013,Utilities,
BHEL,BHEL,207.88,INR,-3.9282743321933635,10235650,0.7925188125707978,773192151386,INR,307.24209281702633,0.6766,INR,230.20985846754516,0.112587,Producer manufacturing,Neutral
GODREJPROP,GODREJ PROPERTIES LTD,2429.6,INR,-2.6563564245362468,318581,0.6082792003840063,773017606152,INR,48.64346478574332,49.9471,INR,109.57030348548864,0,Finance,Buy
INDUSINDBK,INDUSIND BANK LTD,942.4,INR,-3.9249668671628095,3734158,0.8389980154290014,764132837764,INR,9.007837889504874,104.62,INR,-2.452214452214448,1.68221,Finance,Buy
COLPAL,COLGATE PALMOLIVE LTD.,2835,INR,-1.9234760949283856,336273,0.5104395779541615,759152654065,INR,52.49154302917864,54.0087,INR,25.21056328722152,1.54058,Consumer non-durables,Neutral
LLOYDSME,LLOYDS METALS N ENERGY L,1473.4,INR,2.62232282779036,957744,0.8133430020769568,744394936622,INR,52.4095442710186,28.1132,INR,22.125108601216333,0.070055,Non-energy minerals,Strong buy
AUROPHARMA,AUROBINDO PHARMA LTD,1190.4,INR,-4.645946811919257,658034,0.526937233086648,744384430629,INR,19.435133771646978,61.2499,INR,54.329290109303095,0.35111,Health technology,Buy
BHARTIHEXA,BHARTI HEXACOM LTD,1455,INR,-1.3993833226036045,65783,0.25399439909588606,739474975586,INR,,,,,0.270462,Communications,Buy
BSE,BSE LTD,5118.75,INR,-1.661783775995389,940315,0.7780310312184626,731553781302,INR,83.78660625573923,61.0927,INR,17.224235888717683,0.277757,Finance,Neutral
KALYANKJIL,KALYAN JEWELLERS IND LTD,631.85,INR,-4.633612557542817,8305274,0.9716723962443135,728760686805,INR,103.9945356990026,6.0758,INR,25.691470655164572,0.169839,Retail trade,Strong buy
TORNTPOWER,TORRENT POWER LTD,1373.5,INR,-2.919140514560359,362200,0.5265984560284473,723000815095,INR,29.426068475864625,46.6763,INR,3.055479506495564,1.11514,Utilities,Neutral
NTPCGREEN,NTPC GREEN ENERGY LTD,116.92,INR,-3.3079722130334104,14582188,1.0925684559638327,717239000000,INR,,,,,0,Utilities,Strong sell
SBICARD,SBI CARDS & PAY SER LTD,730,INR,-0.09579854933625913,823555,0.6640641819719139,701242248240,INR,31.40946758801105,23.2414,INR,-4.080066033842352,0.339167,Finance,Neutral
SRF,SRF LTD,2604.05,INR,-2.612289165638203,1752679,1.2193721010693273,696865044392,INR,68.35368942716823,38.0967,INR,-34.85271333736905,0.306266,Process industries,Neutral
