Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
SUNTV,SUN TV NETWORK LTD,671.25,INR,0.3063359234907284,307249,1.0876813884984,263859335589.00003,INR,14.39755482867714,46.6225,INR,-1.309452997495826,2.31499,Consumer services,Neutral
AMBER,AMBER ENTERPRISES (I) LTD,7850.45,INR,1.9016218952615218,815536,0.9606220079800548,263244986577,INR,142.87339231148619,54.9469,INR,18.04935794283898,0,Producer manufacturing,Buy
EIHOTEL,EIH LTD,408.3,INR,-0.11009174311926327,427684,0.509142648845571,263215786607,INR,38.437641211025756,10.6224,INR,56.64253166796929,0.285103,Consumer services,
ASTERDM,ASTER DM HEALTHCARE LTD.,511.7,INR,-0.6889859291606039,511413,0.569207856953331,260546000695,INR,4.726763160252697,108.2559,INR,1793.8106817346882,0.383436,Health services,Strong buy
MRPL,MRPL,142.53,INR,-2.3700253442016628,1323468,0.29558870264154147,260173279814,INR,27.54522263450835,5.1744,INR,-76.0397855138499,2.02088,Energy minerals,Sell
PTCIL,PTC INDUSTRIES LTD,16887.35,INR,-2.902458867937563,17709,0.3531783860970288,256932049170,INR,539.3596295113382,31.31,INR,21.97117257499025,0,Producer manufacturing,Strong buy
EMAMILTD,EMAMI LTD,591.25,INR,-0.7553503986571549,276509,0.6999547385773129,256115386410,INR,33.403766080417626,17.7001,INR,11.541660890059603,1.37151,Consumer non-durables,Strong buy
TATACHEM,TATA CHEMICALS LTD,983.55,INR,-3.0841996354141075,1222180,1.0015728606190404,255711607380,INR,,-13.6601,INR,-116.89318539331401,1.4944,Process industries,Strong sell
SUMICHEM,SUMITOMO CHEM INDIA LTD,483.2,INR,-3.020572002007027,427536,1.1301694952889778,254564317932,INR,49.896221641660034,9.6841,INR,31.447070161388847,0.176471,Process industries,Buy
KIOCL,KIOCL LTD,393.65,INR,-1.6120969757560721,233650,0.15228825073170382,254313454642,INR,,-2.0372,INR,-298.1239007230799,0,Non-energy minerals,
MSUMI,MOTHERSON SUMI WRNG IND L,56.99,INR,-0.6103941402162564,7746973,0.8703717187773439,253506328243,INR,38.16124280166064,1.4934,INR,26.089159067882488,1.39519,Producer manufacturing,Buy
GODFRYPHLP,GODFREY PHILLIPS INDIA LTD,4800,INR,1.679835617599089,44077,0.3554035007369803,252791864995,INR,27.62572438390318,173.7511,INR,12.519978240878654,1.87168,Consumer non-durables,Strong sell
POONAWALLA,POONAWALLA FINCORP LTD,309.2,INR,-1.3558781304833307,1285891,0.551597600235517,250435405347,INR,57.90262172284644,5.34,INR,-71.74603174603175,1.24262,Finance,Neutral
LALPATHLAB,DR. LAL PATH LABS LTD.,2922.05,INR,-2.7361238245818362,94994,0.23565227335703398,250061085275,INR,60.724231088944315,48.12,INR,32.85477636664826,0.601685,Health services,Neutral
ABREL,ADITYA BIRLA REAL EST LTD,2071.7,INR,-4.4021964837801715,224143,1.1807521122768705,249109287445,INR,234.87596934379394,8.8204,INR,-16.274478163058035,0.22419,Process industries,Strong buy
DELHIVERY,DELHIVERY LTD,337.8,INR,0.43109855804964725,907866,0.9562837961390768,248617984110,INR,4777.934936350778,0.0707,INR,,0,Transportation,Strong buy
KFINTECH,KFIN TECHNOLOGIES LTD,1400,INR,-3.5845873075995973,553302,0.5461125915658136,248444728089,INR,80.92485549132948,17.3,INR,37.738853503184714,0.39769,Technology services,Buy
BAYERCROP,BAYER CROPSCIENCE LTD,5390,INR,-3.4119417962869982,11278,0.4992319848433205,246118634817,INR,41.793961199075724,128.966,INR,-31.35951442947912,2.28254,Process industries,Neutral
PFIZER,PFIZER LTD,5278.05,INR,-0.9756006041219125,7908,0.1138916732916249,246115931081,INR,39.07796713572616,135.0646,INR,18.188571993605137,0.650576,Health technology,Buy
BANDHANBNK,BANDHAN BANK LTD,144.94,INR,-2.6660398898663615,9435401,1.229967839826225,244464915344,INR,8.374791265810352,17.3067,INR,9.759067472523293,0.988468,Finance,Buy
SAGILITY,SAGILITY INDIA LTD,49,INR,-4.109589041095893,7537272,0.21780421797887117,243570000000,INR,,,,,0,Commercial services,Strong buy
NBCC,NBCC (INDIA) LTD,84.82,INR,-3.339031339031347,5856285,0.7319044677193846,242702998352,INR,48.360795940475505,1.7539,INR,42.53555465258026,0.467238,Commercial services,Buy
ANGELONE,ANGEL ONE LTD,2587,INR,-1.4795209170363848,926197,0.6412467561096398,239394625167,INR,17.440841367221733,148.33,INR,23.711426188490414,1.819,Finance,Buy
NUVAMA,NUVAMA WEALTH MANAGE LTD,6693,INR,1.1103557670518922,114280,1.1154012828871598,239376000000,INR,,,,,2.16548,Finance,Strong buy
CROMPTON,CROMPT GREA CON ELEC LTD,362.3,INR,-2.133981631550507,832211,0.3718188452116983,237961822585,INR,46.45348240845215,7.7992,INR,15.214276217629585,0.811578,Producer manufacturing,Strong buy
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,1252.75,INR,-0.815486322790068,29645,0.405762942462281,237277531580,INR,50.29104777197912,24.91,INR,2.8488852188274207,0.32095,Process industries,Neutral
WOCKPHARMA,WOCKHARDT LTD,1410,INR,-2.2902879318110916,268451,0.6967356712281559,237118708855,INR,,-19.7465,INR,44.75359934643814,0,Health technology,
CONCORDBIO,CONCORD BIOTECH LTD,2262.4,INR,-2.489063207120229,91781,0.35459748910005157,236704631821,INR,72.17668996627883,31.3453,INR,,0.386723,Commercial services,Buy
NATCOPHARM,NATCO PHARMA LTD.,1248.9,INR,-3.058293875650071,393532,0.9866018579198257,236192188085,INR,11.501969950654532,108.5814,INR,74.00307682446076,0.436035,Health technology,Neutral
AFFLE,AFFLE (INDIA) LTD,1596.55,INR,-2.930536555707557,139868,0.5893373953422804,236167704701,INR,64.67771534594303,24.6847,INR,24.379355345832725,0,Technology services,Buy
PEL,PIRAMAL ENTERPRISES LTD,1005.9,INR,-2.5337919674434355,511789,1.1298186930953085,235951135385,INR,,-85.1781,INR,-152.07672653973063,0.955612,Finance,Neutral
TRITURBINE,TRIVENI TURBINE LTD,711.8,INR,-1.0495586293181438,416368,0.6382939256698347,235213010182,INR,71.80977169778961,9.9123,INR,36.01410595935617,0.175688,Producer manufacturing,Strong buy
CAMS,COMPUTER AGE MNGT SER LTD,4575,INR,-1.8661518661518661,179368,0.5195631299269904,232369559542,INR,53.44001868940544,85.61,INR,36.37312170357285,1.1472,Finance,Buy
HINDCOPPER,HINDUSTAN COPPER LTD,236.2,INR,0.1781321570955923,3144218,0.8382196319074012,231602244843,INR,56.762472363741225,4.1612,INR,25.556695431778408,0.384134,Non-energy minerals,
CESC,CESC LTD,167.7,INR,-1.2890693978456638,3514073,0.7976856519171909,231113213358,INR,15.74352234322193,10.652,INR,-2.418468303407852,2.58101,Utilities,Buy
ABSLAMC,ADIT BIRL SUN LIF AMC LTD,783.6,INR,1.5354713313897017,256642,0.691939256273549,230425079853,INR,25.261121856866538,31.02,INR,34.81095176010429,1.69004,Technology services,Buy
DEVYANI,DEVYANI INTERNATIONAL LTD,181.6,INR,-2.960350539702892,1058260,0.1396457037562327,230396874268,INR,678.6248131539611,0.2676,INR,-81.83176047253717,0,Consumer services,Buy
NEWGEN,NEWGEN SOFTWARE TECH LTD,1621.25,INR,0.933852140077821,253091,0.5467941513630155,230190782155,INR,80.29965329370975,20.19,INR,39.77154724818277,0.243784,Technology services,Buy
PNBHOUSING,PNB HOUSING FIN LTD.,854.8,INR,-4.035924782486674,538784,0.5923515339150002,227048449173,INR,13.25476818111335,64.49,INR,16.77301599947851,0,Finance,Buy
BASF,BASF INDIA LTD,5150.05,INR,-2.4149692089057284,15270,0.42782936136591593,224600524096,INR,34.295872615044885,150.1653,INR,83.19364944590025,0.289084,Process industries,Neutral
ZENTEC,ZEN TECHNOLOGIES LTD,2461.8,INR,-3.0424765168074672,290835,0.8976452610620383,223292577963,INR,101.26696832579186,24.31,INR,120.46287227482134,0.0404359,Technology services,Strong buy
RAMCOCEM,THE RAMCO CEMENTS LTD,917.25,INR,-1.8616594447119221,214674,0.836984292654817,222800084890,INR,78.42089513957167,11.6965,INR,-20.77420665831273,0.265139,Non-energy minerals,Neutral
HATSUN,HATSUN AGRO PRODUCT LTD.,965,INR,-2.224023506763265,32759,1.644940999246799,220520777893,INR,70.61061720264881,13.6665,INR,32.84697785640686,0.606061,Consumer non-durables,Neutral
INOXWIND,INOX WIND LTD,156.38,INR,-4.002455494168208,8989469,2.238286911699445,220275983082,INR,106.02752728998576,1.4749,INR,,0,Producer manufacturing,Strong buy
SUNDRMFAST,SUNDRAM FASTENERS LTD,1055.3,INR,-1.5210899589398987,24319,0.24088019976445862,220098953193,INR,40.57457255016552,26.0089,INR,8.68469658094658,0.684519,Producer manufacturing,Strong buy
RATNAMANI,RATNAMANI MET & TUB LTD.,3104.4,INR,-1.127460347792856,5627,0.17662808910819608,219664828968,INR,41.011739154558924,75.6954,INR,-14.890559698849431,0.446721,Non-energy minerals,Buy
MINDSPACE.RR,MINDSPACE BUSINESS P REIT,370.86,INR,-0.378757353533717,359723,1.932336554225514,218420463523,INR,43.09769787684048,8.6051,INR,43.50443599493028,5.3649,Finance,Buy
SWANENERGY,SWAN ENERGY LTD,661.7,INR,-1.75933486749312,1587730,0.46936126834940406,218416749225,INR,58.67018965624253,11.2783,INR,61.43452184990624,0.0143513,Utilities,
SHYAMMETL,SHYAM METALICS AND ENGY L,778.7,INR,-0.8404431427479828,1056035,1.3521247693237641,218183406375,INR,25.513915191706584,30.5206,INR,-25.85014346208883,0.575705,Producer manufacturing,Strong buy
TIMKEN,TIMKEN INDIA LTD.,2913.95,INR,-0.7104402344282528,20423,0.2012713117177491,218044071941,INR,55.45975862981213,52.5417,INR,10.302934878448164,0.0862426,Producer manufacturing,Buy
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,11430.15,INR,-0.2104022524390542,5623,0.6475648658919997,217550601033,INR,52.93181933954182,215.941,INR,4.47517843043148,0.148218,Producer manufacturing,Buy
WHIRLPOOL,WHIRLPOOL OF INDIA LTD,1699.7,INR,-0.07348834474852288,107833,1.341083034646065,217217250491,INR,71.54281962134542,23.7578,INR,51.596827402260125,0.292039,Consumer durables,Neutral
SKFINDIA,SKF INDIA LTD,4319.75,INR,-1.5677159881965612,7037,0.2391763930147034,216535826179,INR,38.10096281060256,113.3764,INR,15.81015030873814,2.96807,Producer manufacturing,Buy
KPIL,KALPATARU PROJECT INT LTD,1220.7,INR,-2.109061748195666,327568,1.1417302388352377,212705761093,INR,37.807083834041556,32.2876,INR,6.833695648577365,0.642287,Industrial services,Buy
FIVESTAR,FIVE-STAR BUS FIN LTD,681,INR,-5.403528267814972,197138,0.20091168397781858,211781114868,INR,20.64887810794421,32.98,INR,38.049393051485964,0,Finance,Buy
JSWHL,JSW HOLDINGS LTD,17774,INR,-1.6908466401544313,2717,0.8254093629431601,210633132490,INR,82.13113996580564,216.41,INR,51.104147421677695,0,Finance,
APLLTD,ALEMBIC PHARMA LTD,1023.9,INR,-2.924863711780045,63975,0.338845251399607,209310239507,INR,31.117891800060175,32.9039,INR,21.646431634675107,1.03301,Health technology,Neutral
NXST.RR,NEXUS SELECT TRUST,139.78,INR,0.28698522026116063,421447,0.6885263845776833,209145754623,INR,42.09860554769148,3.3203,INR,,3.47193,Finance,Strong buy
KANSAINER,KANSAI NEROLAC PAINTS LTD,254.8,INR,-0.8945935433683435,115304,0.45898423505546615,208164546509,INR,33.060424803103636,7.7071,INR,-44.27702785750952,0.970874,Process industries,Neutral
WELCORP,WELSPUN CORP LTD,755.95,INR,-2.3761864789823695,292410,0.40132487578774484,207479013225,INR,18.10225095785441,41.76,INR,35.16050309742819,0.632231,Producer manufacturing,Strong buy
CHALET,CHALET HOTELS LTD,889.4,INR,-3.247212401414199,324365,0.7992096727617497,205540526764,INR,228.94946842742038,3.8847,INR,-70.12987012987013,0,Consumer services,Buy
GRINDWELL,GRINDWELL NORTON LTD,1884.8,INR,0.7671950600122917,15015,0.3909485385661226,205202911559,INR,55.77882606405332,33.7906,INR,-1.102516148481149,0.917258,Process industries,Neutral
JWL,JUPITER WAGONS LTD,455.45,INR,-2.754350378990079,615410,0.6049791907841756,203886421390,INR,50.99881306967057,8.9306,INR,54.2178245177779,0.333125,Producer manufacturing,Buy
ARE&M,AMARA RAJA ENERGY MOB LTD,1067,INR,-3.158467961517513,568727,1.3397781920755094,202718884387,INR,19.776508769686153,53.9529,INR,18.187911965143556,0.938967,Producer manufacturing,Buy
ATUL,ATUL LTD,6887.4,INR,-0.4365675956979404,15532,0.5144852166654521,202077900854,INR,53.70648347063938,128.2415,INR,-3.5078809001411617,0.29139,Process industries,Neutral
TVSHLTD,TVS HOLDINGS LTD,9891.05,INR,-3.3567506302151635,4001,0.14667658930188396,201409410286,INR,21.027732400869763,470.3812,INR,35.61512595787056,0.944254,Producer manufacturing,
TEJASNET,TEJAS NETWORKS LTD,1076.4,INR,-2.4911676782317236,468298,0.9509424889538511,200867240664,INR,41.27047420403656,26.0816,INR,,0,Electronic technology,
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,486.7,INR,-1.077235772357726,770520,0.6140353603465221,200512476520,INR,12.79721916190967,38.0317,INR,39.1273014607165,1.59824,Process industries,Neutral
CYIENT,CYIENT LTD,1752.3,INR,-2.3135243616902663,170802,0.40229702315465476,199880823116,INR,29.4633444250335,59.4739,INR,-1.3000914412029752,1.66616,Commercial services,Buy
CASTROLIND,CASTROL INDIA LTD,193.34,INR,-2.5209236664313805,1705135,0.6034605100872589,198665235154,INR,21.301162342312566,9.0765,INR,10.08757034737046,3.98307,Energy minerals,Neutral
BLS,BLS INTL SERVS LTD,455.2,INR,-2.568493150684932,2027304,0.8188375647666196,198500293181,INR,44.84552332912989,10.1504,INR,55.93209923957292,0.207426,Technology services,Strong buy
GSPL,GUJARAT STATE PETRO LTD,347.3,INR,-0.8705580134151595,252717,0.48564708649605653,198207445548,INR,12.836576666481863,27.0555,INR,0.2969372094574986,1.42328,Utilities,Neutral
CAPLIPOINT,CAPLIN POINT LAB LTD.,2396.7,INR,-3.261352169525739,111241,0.39346661700627794,196113979620,INR,37.07192575406032,64.65,INR,17.947118094894076,0.193795,Health technology,Strong buy
AFCONS,AFCONS INFRASTRUCTURE LTD,510.65,INR,-1.0080449743142474,904879,0.4987643046678951,194227000000,INR,,,,,0,Industrial services,Strong buy
IRCON,IRCON INTERNATIONAL LTD,194.78,INR,-4.69246954053922,3821684,0.9775467191246637,194122444455,INR,19.8809876190379,9.7973,INR,4.168970356823876,1.50194,Industrial services,Neutral
TBOTEK,TBO TEK LTD,1746.05,INR,0.18073326065751696,128257,1.1977434158058016,192797623707,INR,,,,,0,Technology services,Strong buy
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,1256.75,INR,-3.9695881409031895,451479,0.6834999672237816,191396627762,INR,325.7263561672239,3.8583,INR,,0,Finance,Strong buy
NEULANDLAB,NEULAND LAB LTD.,14227.2,INR,-2.7718550106609707,19886,0.7220586259608616,191296203690,INR,65.26801393881675,217.9812,INR,5.051686996081912,0.0938955,Health technology,Strong buy
TARIL,TRANS & RECTI. LTD,1119.85,INR,-4.99681866383882,325744,0.9843635168065601,187228438034,INR,103.09605788882547,10.8622,INR,1042.6677887649905,0.0160321,Producer manufacturing,Strong buy
IIFL,IIFL FINANCE LTD,420.9,INR,-1.9566736547868704,1145176,0.7595800996721042,184372630257,INR,16.849007433738848,24.9807,INR,-41.65269142192471,0.894463,Finance,Buy
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,803.35,INR,-2.9594733345412814,82367,0.1083425343000728,182870581733,INR,82.25145899457357,9.767,INR,-42.99804488021244,0.121492,Producer manufacturing,Buy
ELGIEQUIP,ELGI EQUIPMENTS LTD,566.35,INR,0.3188380125764004,49291,0.40145396852286835,182666370957,INR,54.68387919048355,10.3568,INR,-18.436906890115694,0.346981,Producer manufacturing,Neutral
BATAINDIA,BATA INDIA LTD,1438.15,INR,1.7871045367683487,179593,0.3965077696253051,182599072806,INR,53.166162047460084,27.0501,INR,20.010381636039366,1.54853,Consumer non-durables,Neutral
VGUARD,V-GUARD IND LTD.,398.7,INR,-3.567541419760552,169912,0.4205466720623516,182161293168,INR,58.886082679782,6.7707,INR,37.61585365853658,0.334608,Producer manufacturing,Buy
AADHARHFC,AADHAR HOUSING FINANCE L,436.1,INR,3.231151615575816,901143,3.472286228192802,182026702802,INR,,,,,0,Finance,Strong buy
SCHNEIDER,SCHNEIDER ELECTRIC INFRA,728.8,INR,-2.049593441300988,109600,0.7028501986385484,181766889888,INR,88.45626342683059,8.2391,INR,18.575499395544302,0,Distribution services,Strong sell
BIKAJI,BIKAJI FOODS INTERN LTD,707.5,INR,-2.2722563712963666,179447,0.5985259571822481,180375333548,INR,60.97350776496544,11.6034,INR,66.81858044481504,0.138812,Consumer non-durables,Strong buy
JBMA,JBM AUTO LTD,1479.5,INR,-0.9440278521692494,47113,0.5131324572916043,179552350821,INR,93.38450177048684,15.8431,INR,36.92430017198613,0.0987849,Producer manufacturing,
ZENSARTECH,ZENSAR TECHNOLOGIES LTD,779.15,INR,0.4188684108776904,496342,0.32784500868322775,179103768325,INR,27.43485915492958,28.4,INR,23.210412147505412,1.14054,Technology services,Buy
TECHNOE,TECHNO ELEC & ENG CO. LTD,1415.45,INR,-4.728410850104328,258690,1.2736830755096284,177798785507,INR,42.79141057926894,33.0779,INR,92.14468693182148,0.457875,Industrial services,Buy
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,2081.95,INR,-2.368168069591315,103296,0.20644513493101008,177030301208,INR,41.86515557039125,49.7299,INR,30.33003205187004,0.269137,Producer manufacturing,
ERIS,ERIS LIFESCIENCES LTD,1284.7,INR,-1.2452917211161536,45212,0.5116881794054902,176757066993,INR,50.2424716464607,25.57,INR,-9.69546499595625,0,Health technology,Strong buy
GRSE,GARDEN REACH SHIP&ENG LTD,1482.35,INR,-3.4645566735046103,312222,0.40717941575305544,176713648610,INR,44.12648988485764,33.5932,INR,39.10515745667614,0.606748,Producer manufacturing,Buy
VINATIORGA,VINATI ORGANICS LTD,1701.9,INR,-2.1699767194550628,30076,0.7769668944315995,176485553806,INR,47.64931181615581,35.7172,INR,-10.0592013980696,0.411172,Process industries,Neutral
BIRET.RR,BROOKFIELD INDIA RET,291.79,INR,1.1403812824956743,107549,0.2396369694543022,175804542049,INR,,,,,3.23227,Finance,Strong buy
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,458,INR,-0.5860646841762511,44167,0.260152037593551,175227474412,INR,21.411574405221057,21.3903,INR,172.02355215301267,1.08249,Producer manufacturing,Buy
LMW,LMW LTD,16050,INR,-0.5619334973080519,816,0.16832377573332233,173670321861,INR,85.63260889746816,187.4286,INR,-51.87090634516339,0.461348,Producer manufacturing,Sell
NAVINFLUOR,NAVIN FLUORINE INT. LTD,3685.65,INR,-3.6317998195866203,625853,1.253638318239454,173042262881,INR,70.79619669611986,52.06,INR,-29.121851599727705,0.343894,Process industries,Buy
ASTRAZEN,ASTRAZENECA PHARMA,6902,INR,-2.6378896882494005,13222,0.10763691306255592,172313745117,INR,210.6374667350277,32.7672,INR,-11.074202530408863,0.696404,Health technology,
SONATSOFTW,SONATA SOFTWARE LTD,610.2,INR,0.13127666557270565,197860,0.6139448579092827,171662051036,INR,61.35623215219403,9.9452,INR,-41.968875636754056,1.29053,Technology services,Buy
JINDALSAW,JINDAL SAW LTD,254.5,INR,-1.604484825053152,752956,0.628717257510332,171548085312,INR,8.226741273027603,30.9357,INR,62.85032953612263,0.745573,Non-energy minerals,Strong buy
ACE,ACTION CONST EQUIP LTD,1360.95,INR,-2.7024128686327047,164208,0.36854667936991015,170914160715,INR,44.31647226618213,30.7098,INR,55.21523555366864,0.139349,Producer manufacturing,Buy
RPOWER,RELIANCE POWER LTD.,40.65,INR,0.9687034277198227,26954056,1.1748059964738473,170239233036,INR,13.984931365465993,2.9067,INR,,0,Utilities,
KARURVYSYA,KARUR VYSYA BANK LTD,212.72,INR,0.6720302886890618,962889,0.7205383693122727,170029260254,INR,9.509164059007599,22.37,INR,31.89858490566038,1.12941,Finance,Strong buy
KAJARIACER,KAJARIA CERAMICS LTD,1079.9,INR,-0.2079194196737975,128008,0.5654288377188139,169131251922,INR,45.23652936667184,23.8723,INR,-4.428225987252992,1.03588,Producer manufacturing,Buy
SARDAEN,SARDA ENERGY & MIN LTD,476.9,INR,1.102395590417636,227395,0.5883139533377043,168667344512,INR,27.744810574327467,17.1888,INR,7.572533607029319,0.208921,Non-energy minerals,
ASAHIINDIA,ASAHI INDIA GLASS LTD,678,INR,-2.0867932702722283,44213,0.2601664575747376,168509946119,INR,53.03794794771303,12.7833,INR,-9.542308835392516,0.288517,Consumer durables,
FINCABLES,FINOLEX CABLES LTD,1049.2,INR,-3.3841337078134353,92252,0.4410611629801605,167705647668,INR,22.9598312369248,45.6972,INR,8.536683846756766,0.729561,Producer manufacturing,Buy
HBLENGINE,HBL ENGINEERING LTD,570.85,INR,-4.018495166036145,1283073,1.5211943790856803,166885214030,INR,48.26586174242425,11.8272,INR,83.21121524281621,0.0830496,Producer manufacturing,Strong buy
DOMS,DOMS INDUSTRIES LTD,2626.4,INR,-4.610746908311687,110776,0.6066367736579361,166692657164,INR,85.83876144315273,30.5969,INR,,0.0910167,Producer manufacturing,Buy
NCC,NCC LTD,254.75,INR,-1.4887857695282376,2406085,0.7892015717217352,166599087896,INR,19.208149231674028,13.2626,INR,38.911757004451445,0.829094,Consumer durables,Buy
AKZOINDIA,AKZO NOBEL INDIA LTD,3749.85,INR,0.41103226670236737,30250,1.9454126847338162,165946623959,INR,39.25730581512943,95.5198,INR,9.599499733229313,2.60706,Process industries,Neutral
TRIDENT,TRIDENT LTD,31.55,INR,-1.9577377252952115,4229131,0.7302057438148793,165873349799,INR,49.18160561184724,0.6415,INR,-29.898371762648896,1.10599,Process industries,Strong buy
GRAVITA,GRAVITA INDIA LTD,2224.4,INR,-1.3154100397063102,108764,0.449946530479695,165784857182,INR,56.0888586305584,39.6585,INR,19.9276052581444,0.231507,Non-energy minerals,Strong buy
JUBLPHARMA,JUBILANT PHARMOVA LTD,980.05,INR,-2.28326437010819,95342,0.3605011821725431,165381618750,INR,26.265081551597532,37.3138,INR,,0.481556,Health technology,Strong buy
DCMSHRIRAM,DCM SHRIRAM LTD,1073.2,INR,0.10727111608601193,19345,0.2719469404739145,165189676746,INR,32.091478055971706,33.4419,INR,-15.55736798381945,0.811857,Producer manufacturing,
CREDITACC,CREDITACCESS GRAMEEN LTD,957.55,INR,-4.201890850882897,617189,0.16030995125654254,163704643311,INR,11.499339498018495,83.27,INR,10.130935061499798,0.974754,Finance,Buy
RAINBOW,RAINBOW CHILDRENS MED LTD,1534,INR,-3.661370344784272,33902,0.290237963968098,163594664093,INR,67.25916702108535,22.8073,INR,7.46602710292705,0.186226,Health services,Buy
RKFORGE,RAMKRISHNA FORGINGS LTD,983,INR,8.77503596326214,9036353,33.288990269723854,163234018965,INR,47.438192812365784,20.7217,INR,15.441225626740943,0.221558,Producer manufacturing,Buy
SHAKTIPUMP,SHAKTI PUMPS (I) LTD,1328,INR,3.4670821971172576,573964,0.6295738833741047,160823750692,INR,45.71916452358083,29.0469,INR,1473.8459037711314,0.0498307,Producer manufacturing,
UTIAMC,UTI ASSET MNGMT CO LTD,1206.85,INR,-0.26857284521940333,139481,0.6242120766359381,160172736075,INR,18.302244464664845,65.94,INR,48.81953205578136,1.75698,Finance,Buy
CELLO,CELLO WORLD LTD,710.6,INR,-0.9685736185631569,64855,0.5160927351522376,159799274050,INR,45.062526951272105,15.7692,INR,,0.20734,Consumer durables,Buy
ANANDRATHI,ANAND RATHI WEALTH LTD,4170.1,INR,5.7434831118774845,296121,5.516134620650601,159463952390,INR,65.92001264622195,63.26,INR,34.49930581689298,0.416499,Finance,Neutral
ECLERX,ECLERX SERVICES LTD,3275.85,INR,0.20034869849814108,54140,0.5035342261904763,159056902039,INR,30.71877344336084,106.64,INR,4.201680672268904,0.0299581,Commercial services,Buy
REDINGTON,REDINGTON LTD,205.06,INR,0.8905289052890539,1362197,0.3068540169772939,158192057457,INR,13.30038397675384,15.4176,INR,-2.977213086899888,3.064,Distribution services,Buy
RRKABEL,R R KABEL LTD,1357.5,INR,-2.024466818231024,44965,0.3717052645501552,158137532707,INR,58.168184252812004,23.3375,INR,,0.39325,Producer manufacturing,Buy
BLUEDART,BLUE DART EXPRESS LTD,6450.1,INR,-2.129596613281331,8724,0.34129586016415375,157746861332,INR,54.09378794892955,119.2392,INR,-3.251922357605174,0.376044,Transportation,Neutral
PCBL,PCBL LTD,389.1,INR,-2.1132075471698055,2899590,1.1649707717724953,157552880863,INR,29.362270501143254,13.2517,INR,16.055664541441878,1.31768,Process industries,Buy
NETWEB,NETWEB TECH INDIA LTD,2664.6,INR,-3.5421455591956383,146119,1.0040500351818462,156214960728,INR,154.8861866121044,17.2036,INR,,0.0721657,Electronic technology,Buy
CGCL,CAPRI GLOBAL CAPITAL LTD,183.21,INR,-2.120953093279196,409430,2.4292100899169546,156194535910,INR,47.12797427652733,3.8875,INR,33.636988655895514,0.0792393,Finance,Strong buy
BEML,BEML LTD,3707.55,INR,-2.0876247821264386,187967,1.091592564717251,155436014725,INR,54.06885428075176,68.5709,INR,42.23966976435446,0.549237,Producer manufacturing,Buy
IEX,INDIAN ENERGY EXC LTD,171.12,INR,-1.1095700416088694,2524094,0.6169684346358264,155065363613,INR,38.7912860154603,4.4113,INR,20.0974653562386,1.43761,Finance,Buy
HFCL,HFCL LTD,102.1,INR,-2.6506483600305124,9546599,0.91108282662422,154582385166,INR,38.89820176775373,2.6248,INR,18.501128668171564,0.186654,Electronic technology,
IFCI,IFCI LTD,54.88,INR,-4.58970792767733,6248081,0.9825665112869842,154306418838,INR,107.69230769230768,0.5096,INR,,0,Finance,
RELAXO,RELAXO FOOT LTD.,603.95,INR,-1.3556553695385798,38623,0.9591918930745102,154018314013,INR,83.1440410798607,7.2639,INR,-6.747544771808213,0.484888,Consumer non-durables,Sell
EIDPARRY,EID PARRY INDIA LTD,816.4,INR,-3.475999054149915,121738,0.6461039409060464,153923153576,INR,19.748427672955973,41.34,INR,-25.82092230396554,0.922988,Process industries,Strong buy
SOBHA,SOBHA LTD,1376.1,INR,-0.5384698782118497,271796,1.4849919630046895,153307629032,INR,250.29101491451434,5.498,INR,-50.126090821676726,0.209293,Finance,Buy
JAIBALAJI,JAI BALAJI INDUSTRIES LTD,816.35,INR,-3.1498398386522664,49690,1.036348316481463,152692649532,INR,16.602603213341467,49.17,INR,128.58178876755505,0,Non-energy minerals,Strong buy
MANAPPURAM,MANAPPURAM FINANCE LTD,182.87,INR,2.16201117318436,12906698,1.042501604902016,152400579936,INR,6.849935946899605,26.6966,INR,21.49784507279422,2.16607,Finance,Neutral
SAILIFE,SAI LIFE SCIENCES LTD,723.25,INR,-0.7615257958287533,427602,0.23915378881365063,151666000000,INR,,,,,0,Commercial services,
INDGN,INDEGENE LTD,624.55,INR,-0.715364438438916,641090,1.3473244862338951,150907000000,INR,,,,,0,Commercial services,Neutral
BSOFT,BIRLASOFT LTD,552.35,INR,1.6376851596282962,1842552,1.2025002946613619,150456975097,INR,25.114009921022838,21.9937,INR,62.65965550649716,1.19496,Technology services,Neutral
CLEAN,CLEAN SCIENCE & TECH LTD,1411.55,INR,-2.1794871794871824,60852,0.25222205090200095,150388003472,INR,58.240910366226004,24.2364,INR,-6.496452587354318,0.353307,Process industries,Neutral
